projectDescriptionID,trapVisitID,visitTime,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,waterTemp,turbidity
2,5738,2012-04-04T12:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,4980,3.5,,Yes,11,2.279999971
2,5899,2012-04-04T14:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5799,3.400000095,3.299999952,Yes,13.5,2.25
2,6029,2012-04-04T14:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5,5,Yes,13.5,2.25
2,5900,2012-04-05T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4262,3.200000048,3.200000048,Yes,12.5,
2,6030,2012-04-05T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5,4.900000095,Yes,12.5,1.519999981
2,5739,2012-04-05T13:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,4704,2.599999905,4.599999905,Yes,11,0.75
2,6031,2012-04-06T10:15:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,,5,,Yes,12,1.879999995
2,5901,2012-04-06T10:45:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,4484,3.200000048,,Yes,12,1.879999995
2,5740,2012-04-06T12:15:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,4485,2.900000095,,Yes,11,0.810000002
2,6032,2012-04-09T10:30:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap functioning normally,,,,Yes,14,1.700000048
2,5902,2012-04-09T10:30:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap functioning normally,,,,Yes,14,1.700000048
2,5741,2012-04-09T12:15:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,5.099999905,Yes,12,0.200000003
2,5903,2012-04-10T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4851,3.200000048,3.299999952,Yes,14,1.559999943
2,6033,2012-04-10T10:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5,5,Yes,14,1.559999943
2,5742,2012-04-10T12:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3899,3,3.299999952,Yes,11,0
2,5743,2012-04-11T10:50:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3126,1.899999976,2.5,Yes,12,0.540000021
2,5904,2012-04-11T13:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6135,3.599999905,3.700000048,Yes,,1.870000005
2,6034,2012-04-11T13:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5.099999905,5,Yes,13,1.870000005
2,5905,2012-04-12T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4491,3.200000048,3.700000048,Yes,13,1.850000024
2,6035,2012-04-12T11:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning but not normally,,5.199999809,5.099999905,Yes,13,1.850000024
2,5744,2012-04-12T13:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,4901,3.799999952,2.099999905,Yes,11,1.139999986
2,5906,2012-04-13T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5229,3.599999905,3.400000095,Yes,12,1.549999952
2,6036,2012-04-13T10:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5.199999809,5.099999905,Yes,12,1.549999952
2,5745,2012-04-13T12:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3161,1.5,1.5,Yes,11,2.970000029
2,6037,2012-04-14T08:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.900000095,5.199999809,Yes,12.5,1.75999999
2,5907,2012-04-14T09:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4854,3.299999952,3.200000048,Yes,12.5,1.75999999
2,5746,2012-04-14T11:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,1275,0.699999988,4.400000095,Yes,12,1.820000052
2,5908,2012-04-15T12:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5454,3,3.700000048,Yes,14,1.610000014
2,6038,2012-04-15T12:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.599999905,5.300000191,Yes,14,1.610000014
2,5747,2012-04-15T15:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,4480,1.700000048,3.900000095,Yes,12.5,1.620000005
2,5909,2012-04-16T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4724,3.400000095,3.5,Yes,14,1.039999962
2,6039,2012-04-16T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5,4.900000095,Yes,14,1.039999962
2,5748,2012-04-16T13:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,3576,1.200000048,4.099999905,Yes,13,
2,5749,2012-04-17T10:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,1309,1.200000048,3.700000048,Yes,13,1.289999962
2,5910,2012-04-17T13:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5551,3.400000095,3.299999952,Yes,15,1.399999976
2,6040,2012-04-17T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.900000095,5,Yes,15,1.399999976
2,5911,2012-04-18T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4135,3,3,Yes,15,1.00999999
2,6041,2012-04-18T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.699999809,4.5,Yes,15,1.00999999
2,5750,2012-04-18T13:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning but not normally,,0,1.399999976,No,13,0.589999974
2,5751,2012-04-19T09:30:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,Processed fish,Trap stopped functioning,,0,2.5,No,12,0.709999979
2,5912,2012-04-19T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3033,2.599999905,3.400000095,Yes,15.5,1.230000019
2,6042,2012-04-19T12:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.300000191,5,Yes,15.5,
2,6043,2012-04-20T10:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.800000191,4.800000191,Yes,17,1.769999981
2,5913,2012-04-20T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4112,2.799999952,3,Yes,17,1.769999981
2,5752,2012-04-20T12:30:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,Processed fish,Trap stopped functioning,,0,3.299999952,No,14,0.910000026
2,6044,2012-04-21T10:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.599999905,4.800000191,Yes,17,
2,5914,2012-04-21T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3206,2.700000048,3,Yes,17,0.939999998
2,5753,2012-04-21T12:30:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,Processed fish,Trap stopped functioning,,0,4.099999905,No,14.5,0.25999999
2,6045,2012-04-23T09:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8407,4.099999905,5.099999905,Yes,17,0.870000005
2,5915,2012-04-23T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3216,2.700000048,3.700000048,Yes,17,3.700000048
2,5754,2012-04-23T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Unplanned restart,No fish were caught,Trap stopped functioning,,0,4.300000191,No,15.10000038,0.689999998
2,5916,2012-04-24T14:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5040,3,3,Yes,17,1.210000038
2,6046,2012-04-24T14:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.199999809,4.400000095,Yes,17,1.210000038
2,5755,2012-04-24T14:45:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap stopped functioning,,0,0,No,15,0.699999988
2,6047,2012-04-25T00:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.099999905,4.199999809,Yes,17,1.299999952
2,5917,2012-04-25T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,2257,2.599999905,2.799999952,Yes,17,1.299999952
2,5918,2012-04-26T11:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4191,2.799999952,3,Yes,17,2.210000038
2,6048,2012-04-26T11:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.400000095,4.400000095,Yes,17,2.210000038
2,6049,2012-04-27T09:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5.599999905,5.400000095,Yes,16,1.179999948
2,5919,2012-04-27T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,3857,2.599999905,3,Yes,16,1.179999948
2,5920,2012-04-29T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6037,2.200000048,2.599999905,Yes,,
2,6050,2012-04-29T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.199999809,4.199999809,Yes,17,1.230000019
2,5921,2012-04-30T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,2190,2.400000095,2.299999952,Yes,18,1.799999952
2,6051,2012-04-30T10:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,3.700000048,3.700000048,Yes,18,1.799999952
2,5756,2012-05-01T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,5.099999905,Yes,14.5,1.25999999
2,5922,2012-05-02T09:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4708,1.600000024,2.900000095,Yes,17,1.379999995
2,6052,2012-05-02T10:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,3.599999905,4.800000191,Yes,17,1.379999995
2,5757,2012-05-02T12:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.599999905,4.900000095,Yes,14,0.860000014
2,5923,2012-05-03T12:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,3937,2.099999905,3.299999952,Yes,17.5,1.320000052
2,6053,2012-05-03T13:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning but not normally,4444,4.099999905,5,Yes,17.5,1.320000052
2,5758,2012-05-03T14:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.799999952,2.700000048,Yes,13.5,0.310000002
2,5924,2012-05-04T10:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,3969,2.900000095,,Yes,14,2.440000057
2,6054,2012-05-04T10:15:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,,4.800000191,,Yes,14,2.440000057
2,5759,2012-05-04T11:45:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,1.700000048,,Yes,13,0.370000005
2,5925,2012-05-06T10:30:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.300000191,Yes,16,2.920000076
2,6055,2012-05-06T10:30:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap functioning normally,,,6.599999905,Yes,16,2.920000076
2,5760,2012-05-06T11:45:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.800000191,Yes,14,1.25999999
2,5926,2012-05-07T10:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4344,3.5,3.599999905,Yes,18,3.25
2,6056,2012-05-07T10:30:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,,5.099999905,,Yes,18,3.25
2,5761,2012-05-07T12:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.899999976,4,Yes,15.5,1.080000043
2,5927,2012-05-08T10:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,4624,3.299999952,3.299999952,Yes,18,1.909999967
2,5762,2012-05-08T11:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.600000024,4.5,Yes,15,0.059999999
2,5763,2012-05-09T10:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.5,4.5,Yes,14.5,1.179999948
2,5928,2012-05-09T11:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning but not normally,,3.099999905,3.200000048,Yes,18,3.640000105
2,5929,2012-05-10T10:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,4657,3.099999905,,Yes,18,3.670000076
2,5764,2012-05-10T12:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.299999952,1.899999976,Yes,14,1.080000043
2,5765,2012-05-11T11:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2,,Yes,14,2.079999924
2,5766,2012-05-12T09:30:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap stopped functioning,,0,0,No,18,4.389999866
2,5767,2012-05-14T10:15:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,5.400000095,Yes,13,1.289999962
2,6057,2012-05-14T11:45:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap functioning normally,,5.199999809,,Yes,16.5,2.059999943
2,5930,2012-05-14T11:45:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap functioning normally,,,3.200000048,Yes,16.5,2.059999943
2,5931,2012-05-15T10:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,,3,3.200000048,Yes,16.5,3.00999999
2,6058,2012-05-15T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,5,5.400000095,Yes,16.5,3.00999999
2,5768,2012-05-15T13:15:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1,4,Yes,15,0.5
2,5932,2012-05-16T12:00:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,,2.799999952,3.599999905,Yes,18,1.24000001
2,6059,2012-05-16T12:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.699999809,4.900000095,Yes,18,1.24000001
2,5769,2012-05-16T13:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.100000024,4.800000191,Yes,14.5,0.379999995
2,5933,2012-05-17T09:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,,3.700000048,3.599999905,Yes,18,
2,6060,2012-05-17T10:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,,4.699999809,4.900000095,Yes,18,
2,5770,2012-05-17T13:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1,4.599999905,Yes,14.5,0.810000002
2,5934,2012-05-18T10:30:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,,3.5,,Yes,18,
2,6061,2012-05-18T10:45:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,,4.800000191,,Yes,18,1.120000005
2,5771,2012-05-18T12:30:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,1.899999976,,Yes,14,0.469999999
2,5772,2012-05-20T10:00:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.300000191,Yes,14,1.629999995
2,5773,2012-05-21T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,1.5,3.5,Yes,15,1.210000038
2,5774,2012-05-22T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.5,1.700000048,Yes,15.5,1.620000005
2,5775,2012-05-23T14:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2,3.799999952,Yes,15,0.889999986
2,5776,2012-05-24T14:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,3.400000095,4.599999905,Yes,,0.699999988
2,5777,2012-05-25T14:00:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,1.100000024,,Yes,14,0.839999974
2,5778,2012-05-28T10:50:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,3.200000048,Yes,14,1.149999976
2,5779,2012-05-29T11:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,3.299999952,3.799999952,Yes,14,0.860000014
2,5780,2012-05-30T11:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.099999905,3.900000095,Yes,14.5,0.860000014
2,5781,2012-05-31T12:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.5,1.799999952,Yes,14.5,0.920000017
2,5782,2012-06-01T14:45:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,1.200000048,,Yes,,1.379999995
2,5783,2012-06-04T15:30:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.5,Yes,14.5,1.789999962
2,5784,2012-06-05T13:50:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,4,3,Yes,14,0.899999976
2,5785,2012-06-06T13:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2,,Yes,15,
2,5786,2012-06-07T14:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.799999952,3.400000095,Yes,15.5,0.479999989
2,5787,2012-06-08T09:15:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,3.799999952,,Yes,14,0.689999998
2,5788,2012-06-11T16:30:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.900000095,Yes,,
2,5789,2012-06-12T15:30:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,2.599999905,5,Yes,,
2,5790,2012-06-13T16:20:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,,3.799999952,,Yes,18,0.850000024
2,6068,2012-12-03T14:20:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.199999809,Yes,,
2,6164,2012-12-03T14:25:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap functioning normally,,,6.099999905,Yes,,
2,6069,2012-12-04T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,,4.199999809,4.099999905,Yes,12,
2,6165,2012-12-04T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,546,5.800000191,5.599999905,Yes,12,
2,6267,2012-12-04T12:05:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4,Yes,11,
2,6268,2012-12-05T12:00:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,,5.199999809,4.800000191,Yes,10.5,
2,6070,2012-12-05T13:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,,4.099999905,4.099999905,Yes,11,
2,6166,2012-12-05T14:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,9408,5.599999905,5.699999809,Yes,11,
2,6071,2012-12-06T13:45:00Z,Herringer Riffle,Herringer_west,Unplanned restart,Processed fish,Trap stopped functioning,3040,,4.400000095,Yes,11,
2,6167,2012-12-06T14:25:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8232,5.900000095,5.900000095,Yes,11,
2,6269,2012-12-06T16:45:00Z,Steep Riffle,#Steep Riffle_RST,Continue trapping,Processed fish,Trap functioning normally,8330,4.900000095,5,Yes,11,
2,6270,2012-12-07T12:00:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning normally,5605,5,,Yes,10,
2,6168,2012-12-07T14:45:00Z,Herringer Riffle,Herringer_east,End trapping,Processed fish,Trap functioning normally,8232,5.5,,No,10.5,
2,6073,2012-12-07T15:00:00Z,Herringer Riffle,Herringer_west,End trapping,Processed fish,Trap functioning normally,,4.400000095,,Yes,10.5,
2,6271,2012-12-10T09:15:00Z,Steep Riffle,#Steep Riffle_RST,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.199999809,Yes,10,
2,6074,2012-12-10T10:25:00Z,Herringer Riffle,Herringer_west,Start trap & begin trapping,Not applicable,Trap functioning normally,,,4.199999809,Yes,10,
2,6169,2012-12-10T10:30:00Z,Herringer Riffle,Herringer_east,Start trap & begin trapping,Not applicable,Trap functioning normally,,,5.599999905,Yes,10,
2,6272,2012-12-11T11:30:00Z,Steep Riffle,#Steep Riffle_RST,End trapping,Processed fish,Trap functioning but not normally,7410,4.800000191,,Yes,10,
2,6075,2012-12-11T12:47:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6603,4.099999905,3.599999905,Yes,10,
2,6170,2012-12-11T13:50:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,9408,4.599999905,4.599999905,Yes,10,
2,6076,2012-12-12T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5843,4.5,4.5,Yes,9.899999619,5.579999924
2,6171,2012-12-12T11:50:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7497,4.900000095,5.599999905,Yes,9.899999619,5.579999924
2,6077,2012-12-13T11:45:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6223,3.400000095,3.5,Yes,9.5,5.579999924
2,6172,2012-12-13T13:10:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8526,5.800000191,5.800000191,Yes,9.5,
2,6078,2012-12-14T11:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6080,4.199999809,4.199999809,Yes,8.899999619,7.349999905
2,6173,2012-12-14T12:47:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7987,4.599999905,4.599999905,Yes,8.899999619,7.349999905
2,6174,2012-12-15T09:50:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7301,5.599999905,5.599999905,Yes,8,8.819999695
2,6079,2012-12-15T09:50:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5700,4.199999809,4.199999809,Yes,8,8.819999695
2,6080,2012-12-16T11:15:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6413,4.300000191,4.199999809,Yes,9.100000381,8.5
2,6175,2012-12-16T13:20:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8967,5.699999809,5.599999905,Yes,9.100000381,8.5
2,6081,2012-12-17T11:33:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5985,4.300000191,4,Yes,9.5,9.18999958
2,6176,2012-12-17T13:30:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,8085,5.800000191,5.5,Yes,9.5,9.18999958
2,6082,2012-12-18T11:55:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,6033,4.099999905,4.099999905,Yes,8.899999619,7.059999943
2,6177,2012-12-18T12:40:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7791,5,5.099999905,Yes,8.899999619,7.059999943
2,6083,2012-12-19T09:50:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5178,3.799999952,3.799999952,Yes,8,5.53000021
2,6178,2012-12-19T11:24:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7203,5.099999905,5,Yes,8,5.53000021
2,6179,2012-12-20T11:07:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7252,5,5,Yes,8,6.340000153
2,6084,2012-12-20T11:28:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5748,3.700000048,3.400000095,Yes,8,6.340000153
2,6273,2012-12-20T12:30:23Z,Gateway Riffle,Gateway_main1,Start trap & begin trapping,Not applicable,Trap functioning normally,,,5.099999905,Yes,,
2,6274,2012-12-21T09:30:23Z,Gateway Riffle,Gateway_main1,Continue trapping,Processed fish,Trap functioning normally,5558,4.800000191,4.300000191,Yes,9,5.710000038
2,6085,2012-12-21T10:43:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5225,3.700000048,3.900000095,Yes,8.5,5
2,6180,2012-12-21T11:00:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7301,5.199999809,5.300000191,Yes,8.5,5
2,6086,2012-12-22T10:30:00Z,Herringer Riffle,Herringer_west,Continue trapping,Processed fish,Trap functioning normally,5652,40,4.099999905,Yes,9.100000381,5.849999905
2,6181,2012-12-22T10:45:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7595,5.400000095,5.400000095,Yes,9.100000381,5.849999905
2,6275,2012-12-22T13:45:23Z,Gateway Riffle,Gateway_main1,Continue trapping,Processed fish,Trap functioning normally,7410,4.599999905,4.5,Yes,9.899999619,7.159999847
2,6182,2012-12-23T10:15:00Z,Herringer Riffle,Herringer_east,Continue trapping,Processed fish,Trap functioning normally,7154,5.099999905,5.199999809,Yes,9.100000381,4.920000076
