trap_visit_ID,visit_time,site_name,subsite_name,visit_type,fish_processed,trap_functioning,include_catch,discharge,water_vel,water_temp,turbidity,dissolved_O,conductivity
6907,2021-10-17T11:00:59Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5803,0.300000012,15.30000019,2.380000114,97,144.8000031
6909,2021-10-18T10:30:48Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5830,0.5,15.10000038,2.75999999,96.30000305,146
6911,2021-10-19T11:00:30Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5900,0.600000024,14.89999962,2.480000019,95.90000153,146.6999969
6913,2021-10-20T10:15:11Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,6014,0.5,14.89999962,2.630000114,95.59999847,146.3000031
6915,2021-10-21T10:45:31Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,6200,0.400000006,14.80000019,2.859999895,96,146.5
6917,2021-10-22T11:00:46Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,6307,0.5,15.19999981,3.420000076,95.90000153,149
6919,2021-10-23T10:30:08Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,6262,0.400000006,15.39999962,3.089999914,95.09999847,151.3999939
6921,2021-10-24T10:45:40Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7355,0.400000006,13.30000019,4.139999866,95,162.6000061
6923,2021-10-25T13:00:50Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap stopped functioning,Yes,11099,0.300000012,15,44.22999954,91.90000153,205.3999939
6925,2021-10-27T18:15:20Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,NA,NA,NA,NA,NA,NA
6926,2021-10-28T11:15:01Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,14723,0.600000024,14.30000019,75.94000244,80.59999847,115.5999985
6928,2021-10-29T12:00:48Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11057,0.699999988,15.10000038,36.38999939,81,195.6999969
6930,2021-10-30T10:45:13Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,9468,0.699999988,15.60000038,29.18000031,84.59999847,206.6999969
6932,2021-10-31T09:45:44Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,8436,0.699999988,15.80000019,18.15999985,87.19999695,183.8000031
6934,2021-11-01T11:30:54Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7467,0.699999988,16.10000038,17.92000008,90.19999695,204.6000061
6936,2021-11-02T11:30:23Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7013,0.699999988,16.10000038,15.05000019,89.90000153,206.1000061
6938,2021-11-03T10:30:55Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6820,0.800000012,15.89999962,13.26000023,91.19999695,199.5
6940,2021-11-04T12:30:52Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7262,0.699999988,16.20000076,12.63000011,92.5,191.8999939
6942,2021-11-05T11:00:42Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,6793,0.699999988,15.89999962,13.06000042,93.59999847,195.3000031
6944,2021-11-06T11:15:18Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6557,0.699999988,15.69999981,14.40999985,92.09999847,196.1000061
6946,2021-11-07T10:00:55Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6351,0.699999988,15,18.59000015,92,202
6948,2021-11-08T11:00:17Z,Knights Landing RST,8.3,Continue trapping,Processed fish,"Trap functioning, but not normally",Yes,5988,0.699999988,14.10000038,14.46000004,94.09999847,191.8999939
6950,2021-11-09T10:15:32Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5821,0.699999988,13.5,14.19999981,94.19999695,190.5
6952,2021-11-10T10:45:02Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5785,0.5,13.5,16.57999992,94.59999847,193.6999969
6954,2021-11-11T10:15:20Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11717,0.699999988,13.69999981,19.89999962,94.90000153,189.3000031
6956,2021-11-12T11:15:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9558,0.699999988,13.19999981,31.85000038,93,176.3000031
6958,2021-11-13T09:45:12Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7654,0.5,13.19999981,28.10000038,91.5,168.3999939
6960,2021-11-14T09:15:59Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6351,0.699999988,13.69999981,20.21999931,93,173.3000031
6962,2021-11-15T10:00:54Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5510,0.400000006,14.19999981,16.14999962,92.30000305,196.8999939
6964,2021-11-16T10:45:35Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4869,0.5,13.80000019,15.23999977,92.69999695,203.6000061
6966,2021-11-17T10:15:31Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4580,0.5,13.60000038,12.71000004,93.40000153,202.1999969
6968,2021-11-18T10:00:57Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4313,0.600000024,13.60000038,11.61999989,94.40000153,202.6000061
6970,2021-11-19T10:45:11Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4136,0.5,13.5,10.57999992,94.5,205.3999939
6972,2021-11-20T11:30:54Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4063,0.600000024,13.10000038,12.10000038,94.90000153,211.8999939
6974,2021-11-21T11:15:47Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3953,0.600000024,12.5,12.90999985,95,213
6976,2021-11-22T10:15:02Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3946,0.5,12.30000019,10.11999989,95.5,217
6978,2021-11-23T11:00:23Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3852,0.600000024,12.10000038,9.510000229,95.80000305,221.3000031
6980,2021-11-24T10:30:54Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap functioning normally,Yes,3888,0.600000024,11.39999962,8.25,96.19999695,216.3000031
6982,2021-11-26T10:00:40Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,3830,0.600000024,11.10000038,5.769999981,97,199.3000031
6984,2021-11-27T09:45:24Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3873,0.5,11.30000019,6.590000153,96.59999847,197.5
6986,2021-11-28T09:45:46Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3881,0.600000024,11.5,6.400000095,98.09999847,184.8000031
6988,2021-11-29T10:30:29Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3881,0.5,11.69999981,6.420000076,98.30000305,193.6000061
6990,2021-11-30T10:45:01Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3852,0.600000024,12,5.159999847,97.90000153,182.3000031
6992,2021-12-01T10:30:18Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3808,0.600000024,12.10000038,5.320000172,98.19999695,181.6000061
6994,2021-12-02T11:15:35Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3657,0.600000024,12.19999981,4.480000019,97.40000153,184
6996,2021-12-03T09:45:06Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3579,0.5,12.5,3.589999914,96.09999847,184.3000031
6998,2021-12-04T10:15:15Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3541,0.5,12.30000019,3.599999905,97,186.3000031
7000,2021-12-05T10:00:18Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3535,0.600000024,12.19999981,4.840000153,98,194
7002,2021-12-06T10:30:41Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3498,0.5,12.10000038,3.920000076,97.59999847,193.8000031
7004,2021-12-07T09:45:55Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3557,0.5,12,4.010000229,97.09999847,193.8000031
7006,2021-12-08T11:15:22Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3509,0.5,12,3.539999962,96.90000153,197.3000031
7008,2021-12-09T10:45:13Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3509,0.5,11.80000019,3.940000057,96,183.8999939
7010,2021-12-10T10:15:27Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,3514,0.5,11.30000019,4.019999981,96.69999695,180.3000031
7012,2021-12-11T10:15:28Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3519,0.5,10.69999981,3.809999943,95.80000305,179
7014,2021-12-12T10:00:08Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,3643,0.5,10.39999962,4.690000057,96.59999847,224.1999969
7016,2021-12-13T10:00:00Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,3975,0.5,10,6.25,96.90000153,212.6000061
7018,2021-12-14T10:15:17Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5423,0.400000006,9.5,60.50999832,95.69999695,322
7020,2021-12-15T09:15:21Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,15463,0.600000024,9.199999809,28.5,94,193.1999969
7022,2021-12-16T11:00:47Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,13875,0.5,8.699999809,37.13999939,91.5,134.8000031
7024,2021-12-17T10:30:28Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,17762,0.5,8.100000381,30.75,91.90000153,136.8000031
7026,2021-12-18T12:30:09Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,17188,0.600000024,7.5,101.75,92.90000153,127.4000015
7028,2021-12-19T12:30:48Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12173,2,7.599999905,74.09999847,92.30000305,148
7030,2021-12-20T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,9758,2.400000095,7.800000191,32.88000107,93.19999695,191.3999939
7032,2021-12-21T11:30:36Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,8358,2,7.599999905,22.57999992,90.90000153,180.1000061
7034,2021-12-22T10:00:00Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7617,1,7.599999905,20.55999947,91,214.8999939
7036,2021-12-23T11:15:02Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7636,0.600000024,8,24.79999924,91.5,240.1000061
7038,2021-12-24T10:30:47Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap functioning normally,Yes,12946,0.600000024,8.600000381,49.58000183,91.5,241.6000061
7040,2021-12-26T08:30:40Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,Yes,17728,0.800000012,8.600000381,59.50999832,93.59999847,119.1999969
7042,2021-12-27T11:30:50Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,19762,0.699999988,8.5,45.5,93.5,147.6000061
7044,2021-12-28T11:00:12Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,16147,0.400000006,7.800000191,44.11000061,94,130.3000031
7046,2021-12-29T10:30:27Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,13567,0.600000024,7.5,31.36000061,93.09999847,141.1999969
7048,2021-12-30T09:45:50Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,12687,0.899999976,7.400000095,25.43000031,91.5,185.1000061
7050,2021-12-31T10:00:04Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,13065,0.600000024,7.400000095,20,93.09999847,190.5
7052,2022-01-01T11:30:12Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11696,0.5,7,18.79000092,92.30000305,193
7054,2022-01-02T09:45:28Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,10654,1,6.900000095,15.13000011,92.40000153,204.6999969
7056,2022-01-03T10:30:45Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9758,0.5,6.900000095,14.78999996,93.19999695,216.5
7058,2022-01-04T10:00:10Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,9120,0.200000003,7.400000095,18.70999908,93.30000305,246
7060,2022-01-05T09:45:53Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9140,0.5,8,21.70999908,93.80000305,247
7062,2022-01-06T10:00:11Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,11601,0.699999988,8.5,13.31000042,95.90000153,212.1000061
7064,2022-01-07T10:30:03Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,12013,0.300000012,9.300000191,23.89999962,93.59999847,216
7066,2022-01-08T11:00:48Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,11475,0.5,9.600000381,26.76000023,95.19999695,192.1000061
7068,2022-01-09T10:15:08Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,12397,0.600000024,10.10000038,20.57999992,93,197.1000061
7070,2022-01-10T10:45:19Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,12109,0.699999988,9.600000381,19.92000008,96.69999695,198.3999939
7072,2022-01-11T10:00:47Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,10902,0.699999988,9.5,19.20999908,96.30000305,188.3999939
7074,2022-01-12T11:45:59Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,9798,0.699999988,9.199999809,16.21999931,96.09999847,199.1999969
7076,2022-01-13T10:15:29Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,8874,0.699999988,9,16.19000053,95.5,208.5
7078,2022-01-14T10:15:10Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,8445,0.5,9,14.55000019,96.30000305,209
7080,2022-01-15T09:45:23Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,8186,0.699999988,9.199999809,13.68999958,95.90000153,212.6999969
7082,2022-01-16T10:00:51Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,8052,0.600000024,9.300000191,11.55000019,97.09999847,212.6000061
7084,2022-01-17T10:15:24Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,7890,0.300000012,9.300000191,14.36999989,94.19999695,224.8000031
7086,2022-01-18T10:00:54Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7739,0.800000012,8.899999619,9.890000343,96.09999847,219.1000061
7088,2022-01-19T10:30:43Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7626,0.5,9.199999809,9.18999958,97.09999847,230
7090,2022-01-20T10:15:11Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7253,0.400000006,9,7.119999886,97.90000153,227.1999969
7092,2022-01-21T10:00:54Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,7022,0.600000024,9.199999809,9.489999771,95.69999695,225.6999969
7094,2022-01-22T10:00:09Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6857,0.5,9,10.14000034,98.19999695,215.1000061
7096,2022-01-23T10:45:19Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,6702,0.600000024,9.399999619,8.479999542,97.40000153,203.5
7098,2022-01-24T10:45:32Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,6639,0.400000006,9.600000381,7.53000021,96.80000305,198.5
7100,2022-01-25T10:00:13Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6530,0.5,9.699999809,6.260000229,97.90000153,191.1000061
7102,2022-01-26T10:15:02Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6414,0.5,9.699999809,5.849999905,97.09999847,199.6999969
7104,2022-01-27T10:45:17Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6289,0.600000024,9.399999619,5.46999979,99,201.8999939
7106,2022-01-28T09:30:01Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,6200,0.5,9.300000191,7.050000191,96.80000305,201.5
7108,2022-01-29T10:45:02Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,6014,0.699999988,9.100000381,11.18000031,98.90000153,213
7110,2022-01-30T09:45:04Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5926,0.600000024,8.800000191,7.730000019,98.30000305,205.1999969
7112,2022-01-31T10:30:59Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5803,0.5,9,6.679999828,100.5,202.6999969
7114,2022-02-01T10:15:20Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5961,0.5,8.699999809,10.60999966,99.30000305,215.8000031
7116,2022-02-02T10:15:31Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5891,0.5,8.199999809,11.69999981,97.30000305,260.7000122
7118,2022-02-03T10:30:09Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5335,0.400000006,8,8.170000076,100.3000031,250.3000031
7120,2022-02-04T10:15:29Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,"Trap functioning, but not normally",Yes,5291,0.5,8.100000381,4.340000153,100.5999985,235.3999939
7122,2022-02-05T09:45:44Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5274,0.600000024,8.399999619,4.320000172,101.3000031,232.6999969
7124,2022-02-06T09:15:17Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,5248,0.699999988,8.800000191,4.239999771,99.69999695,220.6999969
7126,2022-02-07T10:45:36Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5205,0.5,9.300000191,4.159999847,101.6999969,201.6999969
7128,2022-02-08T10:30:42Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5170,0.400000006,9.800000191,4.130000114,103,187.1000061
7130,2022-02-09T10:15:11Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5170,0.5,10.19999981,4.559999943,102,221.3000031
7292,2022-02-10T10:30:07Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5144,0.600000024,10.89999962,8.680000305,97.69999695,242.8999939
7294,2022-02-11T10:00:17Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5222,0.5,11.60000038,7.550000191,99.59999847,220.1000061
7296,2022-02-12T09:30:57Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5205,0.5,12.30000019,11.02999973,98.30000305,227.6000061
7298,2022-02-13T10:00:07Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,5179,0.400000006,12.5,7.789999962,97.40000153,214.8000031
7300,2022-02-14T10:00:04Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5283,0.5,12.80000019,8.109999657,97.40000153,212.1999969
7302,2022-02-15T10:15:59Z,Knights Landing RST,8.3,Continue trapping,Processed fish,"Trap functioning, but not normally",Yes,5257,0.5,12.5,8.170000076,96.19999695,211.6999969
7304,2022-02-16T10:15:15Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5318,0.400000006,11.80000019,7.829999924,94.5,211.8000031
7306,2022-02-17T10:45:34Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,5309,0.5,11.30000019,9.31000042,95.90000153,240.8999939
7308,2022-02-18T10:00:15Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,"Trap functioning, but not normally",Yes,5196,0.5,11.19999981,7.170000076,96.30000305,199.3000031
7310,2022-02-19T09:45:45Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,5100,0.5,11.39999962,8.420000076,94.40000153,218.8000031
7312,2022-02-20T09:30:57Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4990,0.600000024,11.69999981,7.369999886,97.09999847,200.8000031
7314,2022-02-21T10:00:36Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4650,0.5,11.69999981,6.599999905,97,202.8000031
7316,2022-02-22T10:15:42Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4520,0.400000006,11.5,7.25,96.30000305,196.8999939
7318,2022-02-23T10:30:37Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4450,0.400000006,10.89999962,7.400000095,95.40000153,199.3000031
7320,2022-02-24T10:30:16Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4300,0.5,10.30000019,6.230000019,98.30000305,200.1999969
7322,2022-02-25T09:45:11Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4310,0.400000006,10,9.31000042,97.59999847,239.3999939
7324,2022-02-26T09:45:11Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4170,0.300000012,10,6.710000038,100,231.3999939
7326,2022-02-27T10:00:56Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4130,0.400000006,10.10000038,7.03000021,100.4000015,233.6999969
7328,2022-02-28T10:15:28Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4180,0.400000006,10.69999981,6.269999981,100.9000015,211.3000031
7132,2022-03-01T10:45:58Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4193,0.5,11.5,5.070000172,98.30000305,210.1000061
7134,2022-03-02T10:15:29Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,4092,0.300000012,12.39999962,6.159999847,100.0999985,200.6000061
7136,2022-03-03T10:30:59Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4048,0.5,13,5.329999924,99.40000153,177.1999969
7138,2022-03-04T10:45:11Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,4114,0.100000001,13.19999981,7.289999962,97.30000305,188.1000061
7140,2022-03-05T09:45:58Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4217,0.400000006,13.30000019,8.029999733,97.5,218
7142,2022-03-06T09:45:39Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4195,0.5,12.80000019,8.520000458,97.69999695,230.8999939
7144,2022-03-07T10:00:50Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,4357,0.300000012,12.5,874,98.5,211.8000031
7146,2022-03-08T10:30:09Z,Knights Landing RST,8.3,Continue trapping,Processed fish,"Trap functioning, but not normally",Yes,4202,0.300000012,12.19999981,7.800000191,99.69999695,177.1000061
7148,2022-03-09T10:15:40Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4128,0.400000006,12.60000038,9.039999962,100.0999985,191.3000031
7150,2022-03-10T10:00:25Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4099,0.400000006,13,6.920000076,99.19999695,178.8000031
7152,2022-03-11T10:00:42Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4019,0.300000012,12.69999981,6.5,99.59999847,193.6000061
7154,2022-03-12T09:15:57Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,3968,0.300000012,12.89999962,6.420000076,99.40000153,193.1999969
7156,2022-03-13T10:15:08Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4092,0.400000006,13.19999981,8.359999657,100.0999985,203
7158,2022-03-14T10:00:53Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4136,0.400000006,13.60000038,7.130000114,98.90000153,190.3000031
7160,2022-03-15T10:30:24Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4220,0.300000012,14.19999981,6.730000019,100.0999985,188.3000031
7162,2022-03-16T10:15:40Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4270,0.400000006,14.60000038,7.670000076,99.80000305,199.3000031
7164,2022-03-17T10:30:45Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4280,0.5,14.69999981,9.68999958,98.69999695,200.5
7166,2022-03-18T10:15:27Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4370,0.600000024,14.89999962,8.609999657,98.80000305,196
7168,2022-03-19T09:30:38Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,Yes,4300,0.600000024,15.30000019,10.31999969,98.19999695,182.6000061
7170,2022-03-20T09:45:08Z,Knights Landing RST,8.3,Unplanned restart,Processed fish,Trap stopped functioning,Yes,4360,0.400000006,14.60000038,9.390000343,97.59999847,175.3000031
7172,2022-03-21T10:00:45Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4450,0.5,14.5,8.729999542,97.80000305,182.6000061
7174,2022-03-22T10:30:34Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4290,0.400000006,15,9.800000191,99.80000305,191.3000031
7176,2022-03-23T10:45:10Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,Yes,4280,0.5,15.80000019,9.010000229,101.0999985,177.8999939
7178,2022-03-24T10:15:09Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4190,0.600000024,16.60000038,10.93000031,100.1999969,178.6999969
7180,2022-03-25T10:00:12Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4260,0.400000006,17.39999962,8.890000343,100.1999969,208.8000031
7182,2022-03-26T09:45:44Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,Yes,4230,0.5,17.79999924,9.229999542,99.5,180.3999939
